Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,BookingDateTime,Booking_Hour,Day_Name,Day_Type,Month_Name,Data_Validity_Flag,Driver_Rating_Clean,Customer_Rating_Clean,Distance_Validity,Revenue_Validity,Peak_Flag
9/9/2024,2:25:25 PM,"""CNR9899113""",Completed,"""CID8801951""",eBike,Barakhamba Road,Ghitorni Village,7.1,38.2,null,null,null,null,null,null,535,49.73,4.5,4.9,Cash,9/9/2024 2:25:00 PM,14,Monday,Weekday,September,Invalid,4.5,4.9,Invalid,Valid,Non-Peak
4/13/2024,3:30:19 PM,"""CNR6812400""",Completed,"""CID4486632""",Auto,Cyber Hub,Sonipat,2.2,30.5,null,null,null,null,null,null,200,26.7,3.9,4.8,Cash,4/13/2024 3:30:00 PM,15,Saturday,Weekend,April,Invalid,3.9,4.8,Invalid,Valid,Non-Peak
12/16/2024,7:47:38 PM,"""CNR4150977""",Completed,"""CID2327849""",Go Mini,Anand Vihar ISBT,Shastri Park,10.7,17.1,null,null,null,null,null,null,362,38.89,4.4,4.8,Credit Card,12/16/2024 7:47:00 PM,19,Monday,Weekday,December,Invalid,4.4,4.8,Invalid,Valid,Peak
7/24/2024,10:15:19 PM,"""CNR3734242""",Completed,"""CID3756393""",Auto,Gwal Pahari,Vaishali,8.6,23,null,null,null,null,null,null,337,30.05,4.6,4.8,Cash,7/24/2024 10:15:00 PM,22,Wednesday,Weekday,July,Invalid,4.6,4.8,Invalid,Valid,Non-Peak
1/18/2024,10:56:13 AM,"""CNR1225583""",Completed,"""CID5214580""",Bike,Indraprastha,Shastri Park,5.6,41.7,null,null,null,null,null,null,558,26.69,4.1,4.3,Cash,1/18/2024 10:56:00 AM,10,Thursday,Weekday,January,Invalid,4.1,4.3,Invalid,Valid,Peak
7/5/2024,5:21:56 PM,"""CNR5229368""",Completed,"""CID2357762""",Bike,Barakhamba Road,Malviya Nagar,2.9,16.2,null,null,null,null,null,null,800,48.89,4.2,4.5,UPI,7/5/2024 5:21:00 PM,17,Friday,Weekday,July,Invalid,4.2,4.5,Invalid,Valid,Peak
10/27/2024,9:37:32 PM,"""CNR1514107""",Completed,"""CID5502329""",Go Sedan,Khan Market,Ardee City,11.3,24.1,null,null,null,null,null,null,654,49.07,4.9,3.9,UPI,10/27/2024 9:37:00 PM,21,Sunday,Weekend,October,Invalid,4.9,3.9,Invalid,Valid,Peak
8/16/2024,6:24:09 PM,"""CNR5802013""",Completed,"""CID4814890""",Bike,Kadarpur,Patel Chowk,13,23.3,null,null,null,null,null,null,171,16.41,4.2,4,UPI,8/16/2024 6:24:00 PM,18,Friday,Weekday,August,Invalid,4.2,4,Invalid,Valid,Peak
3/21/2024,8:42:54 PM,"""CNR9109548""",Completed,"""CID9473312""",eBike,Hauz Rani,Vidhan Sabha,7.1,25.4,null,null,null,null,null,null,471,49.85,4.8,4.5,UPI,3/21/2024 8:42:00 PM,20,Thursday,Weekday,March,Invalid,4.8,4.5,Invalid,Valid,Peak
9/21/2024,11:03:35 PM,"""CNR2660023""",No Driver Found,"""CID8266020""",Auto,Saket,Vasant Kunj,null,null,null,null,null,null,null,null,0,0,null,null,null,9/21/2024 11:03:00 PM,23,Saturday,Weekend,September,Invalid,0,0,Invalid,Valid,Non-Peak
4/14/2024,9:19:28 AM,"""CNR5332569""",Cancelled by Driver,"""CID7862170""",Auto,Jor Bagh,Basai Dhankot,8.8,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,4/14/2024 9:19:00 AM,9,Sunday,Weekend,April,Valid,0,0,Valid,Valid,Peak
11/26/2024,9:00:15 PM,"""CNR6582244""",Completed,"""CID1946537""",Premier Sedan,Samaypur Badli,Maidan Garhi,7.7,41,null,null,null,null,null,null,326,36.43,3.9,3.7,UPI,11/26/2024 9:00:00 PM,21,Tuesday,Weekday,November,Invalid,3.9,3.7,Invalid,Valid,Peak
7/5/2024,2:47:52 PM,"""CNR9225401""",Completed,"""CID6351880""",Go Sedan,Saket A Block,Vasant Kunj,4.6,21,null,null,null,null,null,null,142,12.32,4.5,4.6,UPI,7/5/2024 2:47:00 PM,14,Friday,Weekday,July,Invalid,4.5,4.6,Invalid,Valid,Non-Peak
3/21/2024,8:30:17 PM,"""CNR9779407""",Completed,"""CID9017905""",Bike,Huda City Centre,Saket,14.2,35,null,null,null,null,null,null,234,21.61,4.9,5,Cash,3/21/2024 8:30:00 PM,20,Thursday,Weekday,March,Invalid,4.9,5,Invalid,Valid,Peak
12/6/2024,10:19:58 PM,"""CNR7499719""",Incomplete,"""CID7731156""",Go Mini,Shastri Park,Raj Nagar Extension,8.8,20.8,null,null,null,null,1,Customer Demand,483,3.88,null,null,Uber Wallet,12/6/2024 10:19:00 PM,22,Friday,Weekday,December,Valid,0,0,Valid,Valid,Non-Peak
4/1/2024,5:51:08 PM,"""CNR1119582""",Completed,"""CID5402994""",Premier Sedan,Azadpur,Janakpuri,5.3,21.1,null,null,null,null,null,null,203,14.94,3.8,5,UPI,4/1/2024 5:51:00 PM,17,Monday,Weekday,April,Invalid,3.8,5,Invalid,Valid,Peak
11/30/2024,8:25:20 PM,"""CNR8016519""",Completed,"""CID6857817""",Go Mini,Satguru Ram Singh Marg,Govindpuri,5.2,18.7,null,null,null,null,null,null,1117,7.03,3.7,4.7,UPI,11/30/2024 8:25:00 PM,20,Saturday,Weekend,November,Invalid,3.7,4.7,Invalid,Valid,Peak
7/19/2024,1:06:04 AM,"""CNR9644415""",Completed,"""CID5577509""",Go Sedan,Ashok Park Main,South Extension,2.3,16.5,null,null,null,null,null,null,394,37.69,4.9,4.4,Cash,7/19/2024 1:06:00 AM,1,Friday,Weekday,July,Invalid,4.9,4.4,Invalid,Valid,Non-Peak
8/14/2024,6:43:51 PM,"""CNR5456664""",No Driver Found,"""CID4715517""",Bike,Bhiwadi,Seelampur,null,null,null,null,null,null,null,null,0,0,null,null,null,8/14/2024 6:43:00 PM,18,Wednesday,Weekday,August,Invalid,0,0,Invalid,Valid,Peak
6/23/2024,6:59:49 AM,"""CNR4729656""",Completed,"""CID2582691""",Premier Sedan,Tis Hazari,Botanical Garden,8,16.9,null,null,null,null,null,null,354,41.21,4.6,4.8,UPI,6/23/2024 6:59:00 AM,6,Sunday,Weekend,June,Invalid,4.6,4.8,Invalid,Valid,Non-Peak
1/14/2024,8:40:24 PM,"""CNR6652189""",Cancelled by Driver,"""CID6423494""",Bike,Rajiv Chowk,Noida Sector 18,9.2,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,1/14/2024 8:40:00 PM,20,Sunday,Weekend,January,Valid,0,0,Valid,Valid,Peak
5/28/2024,4:31:47 PM,"""CNR2437908""",Completed,"""CID6838450""",Premier Sedan,Arjangarh,IMT Manesar,10.1,24.9,null,null,null,null,null,null,184,29.02,3.7,4.1,UPI,5/28/2024 4:31:00 PM,16,Tuesday,Weekday,May,Invalid,3.7,4.1,Invalid,Valid,Non-Peak
12/7/2024,2:19:04 PM,"""CNR5603997""",Completed,"""CID3412071""",Bike,Patel Chowk,Dwarka Mor,5.8,28.3,null,null,null,null,null,null,163,13.87,4.6,3,Cash,12/7/2024 2:19:00 PM,14,Saturday,Weekend,December,Invalid,4.6,3,Invalid,Valid,Non-Peak
8/23/2024,12:36:07 PM,"""CNR9904285""",Completed,"""CID1832976""",Go Sedan,Palam Vihar,Huda City Centre,9.9,36.1,null,null,null,null,null,null,221,41.05,4.6,4.1,Debit Card,8/23/2024 12:36:00 PM,12,Friday,Weekday,August,Invalid,4.6,4.1,Invalid,Valid,Non-Peak
5/8/2024,11:33:08 AM,"""CNR2349802""",Completed,"""CID9824071""",Auto,Indraprastha,IFFCO Chowk,2.6,21.6,null,null,null,null,null,null,994,7.78,4.1,4.2,Credit Card,5/8/2024 11:33:00 AM,11,Wednesday,Weekday,May,Invalid,4.1,4.2,Invalid,Valid,Peak
12/16/2024,8:49:44 PM,"""CNR3812162""",Completed,"""CID7474910""",Auto,Panchsheel Park,Botanical Garden,12.3,43.2,null,null,null,null,null,null,266,36.27,3.9,4.5,UPI,12/16/2024 8:49:00 PM,20,Monday,Weekday,December,Invalid,3.9,4.5,Invalid,Valid,Peak
4/10/2024,8:19:49 AM,"""CNR6718124""",Cancelled by Driver,"""CID1617069""",Go Mini,Bahadurgarh,New Colony,6.3,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,4/10/2024 8:19:00 AM,8,Wednesday,Weekday,April,Valid,0,0,Valid,Valid,Peak
5/9/2024,2:28:27 PM,"""CNR6519969""",Cancelled by Driver,"""CID1271357""",Premier Sedan,Huda City Centre,Jor Bagh,6.2,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,5/9/2024 2:28:00 PM,14,Thursday,Weekday,May,Valid,0,0,Valid,Valid,Non-Peak
4/1/2024,5:07:27 PM,"""CNR8247998""",No Driver Found,"""CID2775210""",Go Sedan,Khan Market,Subhash Chowk,null,null,null,null,null,null,null,null,0,0,null,null,null,4/1/2024 5:07:00 PM,17,Monday,Weekday,April,Invalid,0,0,Invalid,Valid,Peak
4/3/2024,12:13:08 PM,"""CNR7880156""",Completed,"""CID9349348""",Bike,Panchsheel Park,Subhash Nagar,10.9,19.6,null,null,null,null,null,null,111,16.94,3.9,4.4,Cash,4/3/2024 12:13:00 PM,12,Wednesday,Weekday,April,Invalid,3.9,4.4,Invalid,Valid,Non-Peak
3/25/2024,10:02:52 PM,"""CNR8040531""",Completed,"""CID2273432""",Premier Sedan,Dilshad Garden,Huda City Centre,3.5,28,null,null,null,null,null,null,442,38.08,4.6,4.3,UPI,3/25/2024 10:02:00 PM,22,Monday,Weekday,March,Invalid,4.6,4.3,Invalid,Valid,Non-Peak
10/13/2024,6:15:34 PM,"""CNR5118917""",Cancelled by Customer,"""CID4154067""",Go Mini,Raj Nagar Extension,Patel Chowk,15,null,1,Driver is not moving towards pickup location,null,null,null,null,0,0,null,null,null,10/13/2024 6:15:00 PM,18,Sunday,Weekend,October,Valid,0,0,Valid,Valid,Peak
8/14/2024,6:23:01 PM,"""CNR5790131""",Completed,"""CID4605629""",Auto,Adarsh Nagar,Welcome,15,24.2,null,null,null,null,null,null,169,7.46,4.5,4.1,UPI,8/14/2024 6:23:00 PM,18,Wednesday,Weekday,August,Invalid,4.5,4.1,Invalid,Valid,Peak
2/20/2024,8:45:19 PM,"""CNR8312838""",Completed,"""CID3210950""",Auto,Palam Vihar,Udyog Vihar Phase 4,3.7,23.8,null,null,null,null,null,null,98,20.8,4.4,3.7,Debit Card,2/20/2024 8:45:00 PM,20,Tuesday,Weekday,February,Invalid,4.4,3.7,Invalid,Valid,Peak
5/18/2024,10:57:45 AM,"""CNR8307726""",No Driver Found,"""CID5691528""",Premier Sedan,Lajpat Nagar,Udyog Vihar Phase 4,null,null,null,null,null,null,null,null,0,0,null,null,null,5/18/2024 10:57:00 AM,10,Saturday,Weekend,May,Invalid,0,0,Invalid,Valid,Peak
5/6/2024,6:37:16 PM,"""CNR3232014""",Cancelled by Driver,"""CID6616993""",Go Sedan,Golf Course Road,Welcome,5,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,5/6/2024 6:37:00 PM,18,Monday,Weekday,May,Valid,0,0,Valid,Valid,Peak
1/28/2024,11:18:30 AM,"""CNR8002052""",Completed,"""CID4254414""",Auto,Kalkaji,Jahangirpuri,13.7,29,null,null,null,null,null,null,1311,8.24,4.2,4.1,UPI,1/28/2024 11:18:00 AM,11,Sunday,Weekend,January,Invalid,4.2,4.1,Invalid,Valid,Peak
6/27/2024,11:42:26 AM,"""CNR8045058""",Completed,"""CID7712950""",Premier Sedan,New Colony,Dilshad Garden,3.7,34.2,null,null,null,null,null,null,805,28.75,3.4,4.2,Uber Wallet,6/27/2024 11:42:00 AM,11,Thursday,Weekday,June,Invalid,3.4,4.2,Invalid,Valid,Peak
10/22/2024,8:24:45 PM,"""CNR5682531""",Cancelled by Driver,"""CID7080169""",Bike,Subhash Nagar,IMT Manesar,10,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,10/22/2024 8:24:00 PM,20,Tuesday,Weekday,October,Valid,0,0,Valid,Valid,Peak
3/6/2024,7:05:10 PM,"""CNR5102449""",Cancelled by Customer,"""CID9555252""",Premier Sedan,Ghitorni Village,DLF City Court,5.2,null,1,Change of plans,null,null,null,null,0,0,null,null,null,3/6/2024 7:05:00 PM,19,Wednesday,Weekday,March,Valid,0,0,Valid,Valid,Peak
11/9/2024,10:34:45 AM,"""CNR9643938""",No Driver Found,"""CID8686033""",eBike,Noida Film City,Noida Extension,null,null,null,null,null,null,null,null,0,0,null,null,null,11/9/2024 10:34:00 AM,10,Saturday,Weekend,November,Invalid,0,0,Invalid,Valid,Peak
5/30/2024,6:48:18 PM,"""CNR9794903""",No Driver Found,"""CID4483406""",Go Sedan,Seelampur,Cyber Hub,null,null,null,null,null,null,null,null,0,0,null,null,null,5/30/2024 6:48:00 PM,18,Thursday,Weekday,May,Invalid,0,0,Invalid,Valid,Peak
3/2/2024,7:49:39 AM,"""CNR7515601""",Cancelled by Driver,"""CID6549525""",Go Mini,Basai Dhankot,Lok Kalyan Marg,4.7,null,null,null,1,Personal & Car related issues,null,null,0,0,null,null,null,3/2/2024 7:49:00 AM,7,Saturday,Weekend,March,Valid,0,0,Valid,Valid,Non-Peak
3/6/2024,2:55:28 PM,"""CNR5029264""",Cancelled by Driver,"""CID1832188""",Bike,Ardee City,Kaushambi,6.6,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,3/6/2024 2:55:00 PM,14,Wednesday,Weekday,March,Valid,0,0,Valid,Valid,Non-Peak
2/18/2024,4:41:47 PM,"""CNR6064614""",Completed,"""CID8940207""",Go Mini,Udyog Vihar Phase 4,Ghitorni Village,5.8,35.6,null,null,null,null,null,null,396,30.69,3.1,4.6,Uber Wallet,2/18/2024 4:41:00 PM,16,Sunday,Weekend,February,Invalid,3.1,4.6,Invalid,Valid,Non-Peak
1/9/2024,7:53:31 AM,"""CNR1014333""",Cancelled by Driver,"""CID1321465""",Go Mini,Botanical Garden,Noida Extension,4.6,null,null,null,1,Personal & Car related issues,null,null,0,0,null,null,null,1/9/2024 7:53:00 AM,7,Tuesday,Weekday,January,Valid,0,0,Valid,Valid,Non-Peak
7/24/2024,4:03:30 AM,"""CNR4378110""",Completed,"""CID5808772""",Premier Sedan,Tughlakabad,Sultanpur,3.6,34.2,null,null,null,null,null,null,827,9.44,3.9,5,Uber Wallet,7/24/2024 4:03:00 AM,4,Wednesday,Weekday,July,Invalid,3.9,5,Invalid,Valid,Non-Peak
8/5/2024,10:32:14 AM,"""CNR6262050""",Completed,"""CID1519615""",Bike,DLF City Court,Golf Course Road,6.6,37,null,null,null,null,null,null,269,11.46,3.2,4.8,UPI,8/5/2024 10:32:00 AM,10,Monday,Weekday,August,Invalid,3.2,4.8,Invalid,Valid,Peak
12/21/2024,9:43:18 PM,"""CNR3852879""",Completed,"""CID3865550""",Bike,Botanical Garden,Ashok Vihar,6,35.8,null,null,null,null,null,null,910,18.67,4.3,4.3,Debit Card,12/21/2024 9:43:00 PM,21,Saturday,Weekend,December,Invalid,4.3,4.3,Invalid,Valid,Peak
5/13/2024,1:34:22 AM,"""CNR8612043""",Completed,"""CID9079035""",eBike,Sadar Bazar Gurgaon,New Colony,9.3,37.5,null,null,null,null,null,null,215,44.66,3.8,4.5,Credit Card,5/13/2024 1:34:00 AM,1,Monday,Weekday,May,Invalid,3.8,4.5,Invalid,Valid,Non-Peak
8/13/2024,11:15:42 AM,"""CNR7090590""",Cancelled by Driver,"""CID7765452""",Bike,Chandni Chowk,Uttam Nagar,8.1,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,8/13/2024 11:15:00 AM,11,Tuesday,Weekday,August,Valid,0,0,Valid,Valid,Peak
3/27/2024,10:35:57 AM,"""CNR9596957""",Completed,"""CID9489055""",Bike,IMT Manesar,Model Town,12.8,28.7,null,null,null,null,null,null,613,28.5,4.2,4.4,UPI,3/27/2024 10:35:00 AM,10,Wednesday,Weekday,March,Invalid,4.2,4.4,Invalid,Valid,Peak
9/27/2024,6:10:28 PM,"""CNR3903771""",No Driver Found,"""CID2090352""",Go Sedan,Preet Vihar,Netaji Subhash Place,null,null,null,null,null,null,null,null,0,0,null,null,null,9/27/2024 6:10:00 PM,18,Friday,Weekday,September,Invalid,0,0,Invalid,Valid,Peak
3/18/2024,7:31:29 AM,"""CNR1411238""",Completed,"""CID1130305""",Auto,Udyog Vihar,Rajiv Nagar,9.1,16.2,null,null,null,null,null,null,393,9.39,3.7,4.2,UPI,3/18/2024 7:31:00 AM,7,Monday,Weekday,March,Invalid,3.7,4.2,Invalid,Valid,Non-Peak
1/20/2024,2:13:59 PM,"""CNR7088895""",Incomplete,"""CID5439093""",Go Mini,Rithala,New Colony,6.6,22.7,null,null,null,null,1,Vehicle Breakdown,315,19.67,null,null,Cash,1/20/2024 2:13:00 PM,14,Saturday,Weekend,January,Valid,0,0,Valid,Valid,Non-Peak
5/28/2024,11:08:10 AM,"""CNR6374018""",Completed,"""CID9501499""",Go Mini,Satguru Ram Singh Marg,Nehru Place,12,28.1,null,null,null,null,null,null,64,45.95,4.6,4.6,Credit Card,5/28/2024 11:08:00 AM,11,Tuesday,Weekday,May,Invalid,4.6,4.6,Invalid,Valid,Peak
6/23/2024,5:07:20 AM,"""CNR1293051""",Cancelled by Customer,"""CID7350062""",eBike,Janakpuri,Bahadurgarh,13.2,null,1,Change of plans,null,null,null,null,0,0,null,null,null,6/23/2024 5:07:00 AM,5,Sunday,Weekend,June,Valid,0,0,Valid,Valid,Non-Peak
2/25/2024,8:59:12 PM,"""CNR4054173""",Cancelled by Driver,"""CID2327200""",Premier Sedan,Dwarka Mor,Paharganj,7.1,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,2/25/2024 8:59:00 PM,20,Sunday,Weekend,February,Valid,0,0,Valid,Valid,Peak
12/29/2024,4:26:49 PM,"""CNR2377415""",No Driver Found,"""CID4491822""",Bike,Rohini West,Rajiv Chowk,null,null,null,null,null,null,null,null,0,0,null,null,null,12/29/2024 4:26:00 PM,16,Sunday,Weekend,December,Invalid,0,0,Invalid,Valid,Non-Peak
11/4/2024,9:49:01 AM,"""CNR7738075""",Completed,"""CID4932452""",Auto,Greater Kailash,Shastri Park,8.3,33.5,null,null,null,null,null,null,229,23.54,3.9,3.3,UPI,11/4/2024 9:49:00 AM,9,Monday,Weekday,November,Invalid,3.9,3.3,Invalid,Valid,Peak
9/9/2024,7:51:36 PM,"""CNR7783758""",Completed,"""CID5342012""",Auto,DLF Phase 3,Sikanderpur,11.8,16.5,null,null,null,null,null,null,200,37.57,5,4.8,Cash,9/9/2024 7:51:00 PM,19,Monday,Weekday,September,Invalid,5,4.8,Invalid,Valid,Peak
11/23/2024,11:02:51 PM,"""CNR4013019""",Completed,"""CID9594819""",Bike,Sultanpur,Adarsh Nagar,11.3,17.7,null,null,null,null,null,null,417,48.34,4,4.3,Cash,11/23/2024 11:02:00 PM,23,Saturday,Weekend,November,Invalid,4,4.3,Invalid,Valid,Non-Peak
10/31/2024,5:34:45 AM,"""CNR8881470""",Cancelled by Driver,"""CID4932698""",Bike,Adarsh Nagar,India Gate,7.2,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,10/31/2024 5:34:00 AM,5,Thursday,Weekday,October,Valid,0,0,Valid,Valid,Non-Peak
8/21/2024,5:13:31 PM,"""CNR2815251""",Completed,"""CID6116938""",Auto,Malviya Nagar,Okhla,14.9,35.3,null,null,null,null,null,null,292,13.21,3.9,4.7,UPI,8/21/2024 5:13:00 PM,17,Wednesday,Weekday,August,Invalid,3.9,4.7,Invalid,Valid,Peak
5/5/2024,9:37:48 PM,"""CNR6067092""",Completed,"""CID7593764""",Premier Sedan,Civil Lines Gurgaon,Ghitorni,11.5,15.1,null,null,null,null,null,null,1284,33.16,3.4,4.7,Debit Card,5/5/2024 9:37:00 PM,21,Sunday,Weekend,May,Invalid,3.4,4.7,Invalid,Valid,Peak
10/6/2024,8:44:06 PM,"""CNR7740942""",Cancelled by Customer,"""CID6210867""",Go Sedan,Punjabi Bagh,Vinobapuri,5.2,null,1,Change of plans,null,null,null,null,0,0,null,null,null,10/6/2024 8:44:00 PM,20,Sunday,Weekend,October,Valid,0,0,Valid,Valid,Peak
5/19/2024,3:23:22 PM,"""CNR4635469""",Completed,"""CID6486028""",Go Mini,Sultanpur,Saket,4.1,21.2,null,null,null,null,null,null,791,17.31,3.7,4.7,UPI,5/19/2024 3:23:00 PM,15,Sunday,Weekend,May,Invalid,3.7,4.7,Invalid,Valid,Non-Peak
7/5/2024,2:23:15 PM,"""CNR9773621""",Completed,"""CID4796051""",Bike,Ghitorni,Ardee City,2,42.2,null,null,null,null,null,null,304,37.93,4.3,4.2,Cash,7/5/2024 2:23:00 PM,14,Friday,Weekday,July,Invalid,4.3,4.2,Invalid,Valid,Non-Peak
4/5/2024,9:50:51 PM,"""CNR5623982""",Completed,"""CID1867596""",Go Mini,Jor Bagh,Nehru Place,5.9,41.5,null,null,null,null,null,null,404,37.4,3.5,4.6,Cash,4/5/2024 9:50:00 PM,21,Friday,Weekday,April,Invalid,3.5,4.6,Invalid,Valid,Peak
12/23/2024,5:28:07 PM,"""CNR7255873""",No Driver Found,"""CID7144242""",Go Sedan,Ardee City,Basai Dhankot,null,null,null,null,null,null,null,null,0,0,null,null,null,12/23/2024 5:28:00 PM,17,Monday,Weekday,December,Invalid,0,0,Invalid,Valid,Peak
6/1/2024,6:53:14 PM,"""CNR9997247""",Completed,"""CID4663643""",Auto,Moolchand,ITO,14,32.7,null,null,null,null,null,null,109,28.6,3.4,4.2,Cash,6/1/2024 6:53:00 PM,18,Saturday,Weekend,June,Invalid,3.4,4.2,Invalid,Valid,Peak
6/15/2024,7:08:01 AM,"""CNR9550265""",Completed,"""CID4241778""",Go Mini,GTB Nagar,Saidulajab,14.7,15.4,null,null,null,null,null,null,506,38.66,4.6,5,Cash,6/15/2024 7:08:00 AM,7,Saturday,Weekend,June,Invalid,4.6,5,Invalid,Valid,Non-Peak
1/26/2024,5:10:04 PM,"""CNR2984723""",Completed,"""CID1804405""",eBike,Ardee City,Paharganj,9.5,32,null,null,null,null,null,null,150,39.67,4.2,5,Cash,1/26/2024 5:10:00 PM,17,Friday,Weekday,January,Invalid,4.2,5,Invalid,Valid,Peak
1/29/2024,6:42:24 PM,"""CNR1617944""",Cancelled by Driver,"""CID6098062""",Go Sedan,Raj Nagar Extension,Paschim Vihar,10.6,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,1/29/2024 6:42:00 PM,18,Monday,Weekday,January,Valid,0,0,Valid,Valid,Peak
3/12/2024,5:20:08 PM,"""CNR1040980""",Completed,"""CID5571818""",Auto,Narsinghpur,Sikanderpur,13.3,19.5,null,null,null,null,null,null,196,42.26,4,4.4,UPI,3/12/2024 5:20:00 PM,17,Tuesday,Weekday,March,Invalid,4,4.4,Invalid,Valid,Peak
9/3/2024,12:03:41 PM,"""CNR9355722""",Cancelled by Driver,"""CID7457062""",Go Sedan,Shastri Park,Seelampur,4.5,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,9/3/2024 12:03:00 PM,12,Tuesday,Weekday,September,Valid,0,0,Valid,Valid,Non-Peak
8/11/2024,4:32:16 AM,"""CNR9745285""",Completed,"""CID9345233""",Auto,South Extension,Tughlakabad,14.8,28.9,null,null,null,null,null,null,655,28.14,4.5,4.1,UPI,8/11/2024 4:32:00 AM,4,Sunday,Weekend,August,Invalid,4.5,4.1,Invalid,Valid,Non-Peak
1/18/2024,10:42:13 PM,"""CNR2190713""",Incomplete,"""CID4844037""",Go Mini,Barakhamba Road,Rohini West,7.9,21.1,null,null,null,null,1,Customer Demand,789,12.12,null,null,Cash,1/18/2024 10:42:00 PM,22,Thursday,Weekday,January,Valid,0,0,Valid,Valid,Non-Peak
5/16/2024,9:57:40 AM,"""CNR8421118""",Completed,"""CID4903185""",Go Sedan,IMT Manesar,Arjangarh,7.9,27.9,null,null,null,null,null,null,408,48.57,4.4,4.4,UPI,5/16/2024 9:57:00 AM,9,Thursday,Weekday,May,Invalid,4.4,4.4,Invalid,Valid,Peak
6/26/2024,9:07:03 AM,"""CNR8515605""",Completed,"""CID2540657""",Go Sedan,Vatika Chowk,RK Puram,12.6,41.5,null,null,null,null,null,null,397,30.58,3.8,4.6,UPI,6/26/2024 9:07:00 AM,9,Wednesday,Weekday,June,Invalid,3.8,4.6,Invalid,Valid,Peak
3/30/2024,12:51:55 AM,"""CNR5333516""",Completed,"""CID5665850""",Auto,Nirman Vihar,Rajouri Garden,14.3,37.6,null,null,null,null,null,null,1079,18.74,4.7,4,UPI,3/30/2024 12:51:00 AM,0,Saturday,Weekend,March,Invalid,4.7,4,Invalid,Valid,Non-Peak
9/14/2024,7:07:42 AM,"""CNR8297132""",Cancelled by Driver,"""CID9988553""",Go Mini,Vishwavidyalaya,Kherki Daula Toll,4.9,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,9/14/2024 7:07:00 AM,7,Saturday,Weekend,September,Valid,0,0,Valid,Valid,Non-Peak
5/9/2024,7:46:09 PM,"""CNR9164552""",Completed,"""CID8275193""",Go Sedan,IGNOU Road,South Extension,10.7,26.5,null,null,null,null,null,null,247,42.88,4.3,4.3,Cash,5/9/2024 7:46:00 PM,19,Thursday,Weekday,May,Invalid,4.3,4.3,Invalid,Valid,Peak
12/21/2024,10:14:15 AM,"""CNR8485090""",Completed,"""CID5216991""",eBike,Pulbangash,Chanakyapuri,3,44.7,null,null,null,null,null,null,150,12.82,3.3,4.6,UPI,12/21/2024 10:14:00 AM,10,Saturday,Weekend,December,Invalid,3.3,4.6,Invalid,Valid,Peak
8/6/2024,6:23:51 AM,"""CNR3607314""",Completed,"""CID8023764""",Go Sedan,Mandi House,Netaji Subhash Place,14.9,27.2,null,null,null,null,null,null,532,18.48,3.7,4.1,UPI,8/6/2024 6:23:00 AM,6,Tuesday,Weekday,August,Invalid,3.7,4.1,Invalid,Valid,Non-Peak
11/14/2024,11:32:54 AM,"""CNR9459818""",No Driver Found,"""CID6307222""",Go Sedan,Hauz Khas,Shahdara,null,null,null,null,null,null,null,null,0,0,null,null,null,11/14/2024 11:32:00 AM,11,Thursday,Weekday,November,Invalid,0,0,Invalid,Valid,Peak
4/16/2024,8:18:56 PM,"""CNR6353083""",Completed,"""CID2779684""",Go Sedan,Delhi Gate,Greater Kailash,5.3,20.2,null,null,null,null,null,null,79,9.14,4.3,4.9,Credit Card,4/16/2024 8:18:00 PM,20,Tuesday,Weekday,April,Invalid,4.3,4.9,Invalid,Valid,Peak
3/18/2024,11:04:36 PM,"""CNR4394990""",Completed,"""CID2820306""",Auto,Udyog Vihar,Tughlakabad,6.7,29.4,null,null,null,null,null,null,693,3.81,4.3,4.6,UPI,3/18/2024 11:04:00 PM,23,Monday,Weekday,March,Invalid,4.3,4.6,Invalid,Valid,Non-Peak
11/21/2024,1:40:36 PM,"""CNR6830353""",Completed,"""CID9470650""",Go Mini,Karkarduma,Connaught Place,6.2,22.7,null,null,null,null,null,null,116,26.65,4.3,5,UPI,11/21/2024 1:40:00 PM,13,Thursday,Weekday,November,Invalid,4.3,5,Invalid,Valid,Non-Peak
